,country,points,price,variety
70539,Portugal,92,69,Portuguese Red
70540,Portugal,92,55,Portuguese Red
70541,Portugal,92,20,Portuguese Red
70542,Argentina,92,47,Malbec
70543,Spain,91,25,Red Blend
70544,US,91,30,Moscato
70545,US,91,45,Pinot Noir
70546,US,91,55,Pinot Noir
70547,US,91,54,Pinot Noir
70548,France,91,50,Syrah
70549,Italy,91,30,Red Blend
70550,Portugal,91,15,Portuguese Red
70551,US,91,44,Pinot Noir
70552,US,91,44,Pinot Noir
70553,US,91,42,Cabernet Sauvignon
70554,Portugal,91,61,Port
70555,Portugal,91,19,Portuguese Red
70556,US,91,40,Viognier
70557,Portugal,91,16,Portuguese Red
70558,Portugal,91,20,Portuguese Red
70559,Argentina,91,20,Malbec
70560,Portugal,91,40,Portuguese White
70561,US,91,48,Pinot Noir
70562,US,91,65,Pinot Noir
70563,Portugal,91,70,Portuguese Red
70564,Portugal,91,,Portuguese Red
70565,Portugal,91,12,Portuguese Red
70566,Italy,91,28,Sangiovese
70567,France,91,56,Rhône-style Red Blend
70568,Italy,91,45,Sagrantino
70569,US,94,32,Bordeaux-style Red Blend
70570,England,94,,Chardonnay
70571,US,94,90,Pinot Noir
70572,US,94,44,Syrah
70573,US,94,85,Bordeaux-style Red Blend
70574,Italy,94,,Nebbiolo
70575,US,94,39,Riesling
70576,US,94,175,Cabernet Sauvignon
70577,US,94,48,Pinot Noir
70578,US,94,44,Pinot Noir
70579,England,94,44,Sparkling Blend
70580,US,94,40,Syrah
70581,US,94,40,Syrah
70582,Spain,94,300,Tempranillo
70583,Italy,94,63,Nebbiolo
70584,US,94,160,Cabernet Sauvignon
70585,US,94,90,Nebbiolo
70586,US,94,42,Pinot Noir
70587,US,94,120,Pinot Noir
70588,US,94,55,Pinot Noir
70589,Italy,94,,Nebbiolo
70590,Italy,94,62,Sangiovese
70591,Spain,94,66,Tempranillo
70592,US,94,55,Pinot Noir
70593,Italy,94,60,Nebbiolo
70594,US,94,45,Chardonnay
70595,US,94,85,Pinot Noir
70596,US,94,60,Chardonnay
70597,England,94,45,Chardonnay
70598,US,94,100,Cabernet Sauvignon
70599,Italy,86,,Glera
70600,Italy,86,14,Glera
70601,US,86,38,Pinot Noir
70602,US,86,16,Chardonnay
70603,Spain,86,45,Tempranillo
70604,Spain,86,21,Tempranillo
70605,Italy,86,15,Garganega
70606,Italy,86,15,Sangiovese
70607,US,86,22,Riesling
70608,Argentina,86,,Pinot Gris
70609,US,86,26,Sangiovese
70610,Spain,86,22,Sparkling Blend
70611,Italy,86,13,Glera
70612,Italy,86,,Fiano
70613,Italy,86,,Glera
70614,Italy,86,15,Glera
70615,US,86,20,Syrah
70616,Italy,86,16,Glera
70617,Argentina,86,18,Viognier
70618,Italy,86,22,Garganega
70619,US,86,66,Zinfandel
70620,US,86,28,Cabernet Sauvignon
70621,France,86,,Chardonnay
70622,US,86,26,Cabernet Sauvignon
70623,Italy,86,12,Cortese
70624,US,86,35,Zinfandel
70625,Chile,86,9,Cabernet Sauvignon
70626,Italy,86,,Sangiovese
70627,US,86,24,Chardonnay
70628,France,86,,Melon
70629,New Zealand,86,20,Sauvignon Blanc-Semillon
70630,Chile,86,13,Cabernet Sauvignon
70631,Italy,86,16,Sangiovese
70632,Italy,86,19,Vernaccia
70633,France,86,12,Sauvignon Blanc
70634,South Africa,86,10,Chenin Blanc
70635,US,86,42,Cabernet Sauvignon
70636,France,86,18,Chenin Blanc
70637,South Africa,86,10,Sauvignon Blanc
70638,Australia,86,15,Viognier
70639,New Zealand,86,15,Riesling
70640,France,86,12,Melon
70641,Italy,86,20,Vernaccia
70642,France,86,26,Sauvignon Blanc
70643,France,86,15,Chenin Blanc
70644,US,86,17,Cabernet Sauvignon
70645,New Zealand,86,26,Chardonnay
70646,Australia,86,30,Pinot Grigio
70647,Italy,86,,Sangiovese
70648,Chile,86,17,Cabernet Sauvignon
70649,Italy,86,,Vernaccia
70650,Australia,86,12,Riesling
70651,US,86,35,Pinot Noir
70652,South Africa,86,14,Pinotage
70653,Germany,86,14,Riesling
70654,Germany,86,24,Grauburgunder
70655,Spain,86,9,Red Blend
70656,Germany,86,18,Silvaner
70657,Germany,86,21,Silvaner
70658,France,86,15,Bordeaux-style Red Blend
70659,France,86,12,Bordeaux-style Red Blend
70660,France,86,36,Bordeaux-style Red Blend
70661,France,86,35,Bordeaux-style Red Blend
70662,US,86,30,Pinot Noir
70663,Spain,86,10,Red Blend
70664,Germany,86,22,Riesling
70665,Spain,86,12,Monastrell-Syrah
70666,Spain,86,14,Tempranillo
70667,Spain,86,18,Tempranillo Blend
70668,US,86,18,Sauvignon Blanc
70669,US,86,52,Pinot Noir
70670,Italy,86,108,Sagrantino
70671,US,86,19,Sauvignon Blanc
70672,Spain,86,9,Monastrell
70673,US,86,14,Chardonnay
70674,US,90,25,Sauvignon Blanc
70675,Spain,90,30,Syrah-Grenache
70676,France,90,34,Sauvignon Blanc
70677,US,90,30,Pinot Noir
70678,US,90,30,Arneis
70679,US,90,18,Merlot
70680,Italy,90,45,Nebbiolo
70681,US,90,75,Pinot Noir
70682,Argentina,90,100,Malbec
70683,US,90,22,Zinfandel
70684,Argentina,90,20,Cabernet Sauvignon
70685,US,90,100,Syrah
70686,US,90,20,Rosé
70687,Portugal,90,8,Portuguese White
70688,Italy,90,30,Nebbiolo
70689,Italy,90,150,Nebbiolo
70690,Italy,90,30,Nebbiolo
70691,US,90,25,Riesling
70692,US,90,32,Chardonnay
70693,US,90,112,Cabernet Sauvignon
70694,Italy,90,75,Nebbiolo
70695,US,90,38,Grenache
70696,Australia,90,80,Grenache
70697,US,90,12,Sauvignon Blanc
70698,France,90,,Bordeaux-style White Blend
70699,Italy,90,40,Nebbiolo
70700,France,87,13,Bordeaux-style Red Blend
70701,France,87,20,Merlot
70702,France,87,30,Merlot
70703,France,87,15,Bordeaux-style Red Blend
70704,US,87,25,Syrah
70705,US,87,22,Merlot
70706,Portugal,87,19,Portuguese Red
70707,Portugal,87,19,Touriga Nacional
70708,Portugal,87,15,Portuguese Red
70709,Portugal,87,14,Portuguese Red
70710,Portugal,87,15,Portuguese Red
70711,Portugal,87,29,Portuguese Red
70712,Portugal,87,25,Portuguese Red
70713,US,87,30,Chardonnay
70714,US,87,25,Sangiovese
70715,France,87,22,Gamay
70716,US,87,15,Pinot Noir
70717,US,87,20,Cabernet Sauvignon
70718,Portugal,87,12,Portuguese Red
70719,France,87,24,Gamay
70720,Germany,87,18,Pinot Noir
70721,Argentina,87,25,Bonarda
70722,Argentina,87,19,Malbec
70723,US,87,20,Pinot Noir
70724,US,87,28,Merlot
70725,US,87,35,Pinot Meunier
70726,US,87,17,Pinot Noir
70727,US,87,23,Cabernet Sauvignon
70728,Portugal,87,12,Portuguese White
70729,Portugal,87,13,Portuguese Red
70730,US,83,32,Cabernet Franc
70731,US,83,40,Syrah
70732,Chile,83,10,Carmenère
70733,US,83,32,Zinfandel
70734,Chile,83,8,Pinot Noir
70735,France,83,,Bordeaux-style Red Blend
70736,US,83,35,Cabernet Sauvignon
70737,US,83,20,Sauvignon Blanc
70738,Chile,83,13,Carmenère
70739,New Zealand,83,16,Sauvignon Blanc
70740,Chile,83,18,Sauvignon Blanc
70741,Chile,83,8,Malbec
70742,US,83,65,Red Blend
70743,US,83,15,Sauvignon Blanc
70744,France,83,,Bordeaux-style Red Blend
70745,Chile,83,12,Cabernet Sauvignon
70746,US,83,35,Cabernet Sauvignon
70747,Chile,83,8,Cabernet Sauvignon
70748,US,83,23,Merlot
70749,US,83,18,Pinot Noir
70750,US,83,65,Cabernet Sauvignon
70751,Chile,82,12,Carmenère
70752,Italy,82,35,Nero d'Avola
70753,US,82,29,Petite Sirah
70754,Chile,82,13,Sauvignon Blanc
70755,Chile,82,15,Merlot
70756,Chile,82,12,Sauvignon Blanc
70757,New Zealand,82,19,Sauvignon Blanc
70758,US,82,17,Merlot
70759,US,82,34,Petite Sirah
70760,France,85,10,Bordeaux-style Red Blend
70761,France,85,12,Bordeaux-style White Blend
70762,France,85,30,Bordeaux-style White Blend
70763,France,85,,Bordeaux-style White Blend
70764,France,85,12,Sauvignon Blanc
70765,France,85,13,Bordeaux-style Red Blend
70766,France,85,11,Melon
70767,Spain,85,14,Tempranillo
70768,US,85,38,Chardonnay
70769,France,85,13,Rosé
70770,US,85,30,Red Blend
70771,US,85,18,Riesling
70772,US,85,30,Malbec
70773,US,85,20,Riesling
70774,France,85,14,Bordeaux-style White Blend
70775,France,85,13,Bordeaux-style White Blend
70776,France,85,12,Bordeaux-style Red Blend
70777,France,85,50,Bordeaux-style Red Blend
70778,France,85,10,Bordeaux-style White Blend
70779,US,85,18,Rosé
70780,Spain,85,20,Albariño
70781,Spain,85,16,Mencía
70782,US,85,20,Cabernet Sauvignon
70783,US,85,34,Cabernet Franc
70784,US,85,25,Primitivo
70785,Spain,85,12,Tempranillo
70786,Italy,85,70,Nebbiolo
70787,France,85,10,Bordeaux-style Red Blend
70788,US,85,18,Cabernet Sauvignon
70789,Spain,85,13,Chardonnay
70790,Spain,94,179,Tinto Fino
70791,US,94,55,Pinot Noir
70792,US,94,45,Zinfandel
70793,US,94,95,Pinot Noir
70794,Germany,93,55,Riesling
70795,US,93,135,Cabernet Sauvignon
70796,US,93,60,Pinot Noir
70797,US,93,60,Nebbiolo
70798,US,93,45,Zinfandel
70799,Italy,93,67,Nerello Mascalese
70800,US,93,65,Pinot Noir
70801,Germany,93,365,Riesling
70802,Germany,93,92,Riesling
70803,US,93,60,Pinot Noir
70804,US,93,65,Cabernet Sauvignon
70805,Italy,93,40,Nerello Mascalese
70806,France,93,35,Gewürztraminer
70807,New Zealand,93,60,Bordeaux-style Red Blend
70808,US,93,35,G-S-M
70809,US,93,65,Pinot Noir
70810,France,93,38,Pinot Gris
70811,Israel,93,40,Red Blend
70812,Italy,93,40,Red Blend
70813,US,93,55,Pinot Noir
70814,Argentina,93,140,Malbec
70815,Italy,93,75,Carricante
70816,France,93,48,Gewürztraminer
70817,France,93,54,Pinot Gris
70818,France,93,78,Pinot Gris
70819,Argentina,93,90,Bordeaux-style Red Blend
70820,Germany,89,18,Riesling
70821,Italy,89,40,Sparkling Blend
70822,Italy,89,35,Nebbiolo
70823,France,89,45,Champagne Blend
70824,US,89,50,Pinot Noir
70825,US,89,38,Pinot Noir
70826,Italy,89,,Sparkling Blend
70827,France,89,20,Sparkling Blend
70828,Germany,89,13,Riesling
70829,US,89,40,Pinot Noir
70830,Italy,89,45,Sparkling Blend
70831,Portugal,89,25,Portuguese White
70832,US,89,65,Pinot Noir
70833,France,89,20,Pinot Noir
70834,US,89,38,G-S-M
70835,US,89,18,Barbera
70836,Italy,89,150,Pinot Nero
70837,France,89,15,Auxerrois
70838,France,89,31,Bordeaux-style Red Blend
70839,France,89,16,Bordeaux-style Red Blend
70840,France,89,39,Bordeaux-style Red Blend
70841,US,89,39,Riesling
70842,Italy,89,35,Nebbiolo
70843,Italy,89,35,Sparkling Blend
70844,France,89,22,Bordeaux-style Red Blend
70845,France,89,41,Champagne Blend
70846,Italy,89,40,Sparkling Blend
70847,US,89,24,White Blend
70848,France,89,80,Champagne Blend
70849,Spain,89,22,Red Blend
70850,New Zealand,92,61,Pinot Noir
70851,US,92,65,Pinot Noir
70852,US,92,54,Pinot Noir
70853,US,92,36,Sangiovese
70854,France,92,99,Red Blend
70855,US,92,50,Zinfandel
70856,US,92,45,Zinfandel
70857,US,92,34,Zinfandel
70858,Austria,92,,St. Laurent
70859,US,92,65,Cabernet Sauvignon
70860,US,92,65,Pinot Noir
70861,Austria,92,17,Grüner Veltliner
70862,Austria,92,18,Grüner Veltliner
70863,New Zealand,92,34,Chardonnay
70864,Italy,92,20,Turbiana
70865,France,92,28,Red Blend
70866,US,92,45,Pinot Noir
70867,New Zealand,92,63,Pinot Noir
70868,US,92,25,Pinot Noir
70869,US,92,118,Cabernet Sauvignon
70870,US,92,40,Tempranillo
70871,US,92,62,Pinot Noir
70872,Austria,92,22,Grüner Veltliner
70873,France,92,28,Red Blend
70874,France,92,20,Rosé
70875,France,92,26,Rosé
70876,France,92,32,Rosé
70877,France,92,,Rosé
70878,Italy,92,,Roviello
70879,France,92,25,Tannat
70880,US,90,34,Red Blend
70881,Australia,90,19,Shiraz-Grenache
70882,France,90,108,Chardonnay
70883,France,90,43,Chardonnay
70884,France,90,52,Chardonnay
70885,France,90,47,Chardonnay
70886,Italy,90,36,Sangiovese
70887,Italy,90,35,Nero d'Avola
70888,Italy,90,28,Pinot Bianco
70889,Italy,90,23,Nero d'Avola
70890,Austria,90,37,Red Blend
70891,Chile,90,55,Red Blend
70892,France,90,,Chardonnay
70893,Italy,90,50,Red Blend
70894,Italy,90,50,Red Blend
70895,US,90,29,Merlot
70896,Italy,90,,Sangiovese Grosso
70897,France,90,42,Chardonnay
70898,US,90,65,Syrah
70899,US,90,35,Malbec
70900,Italy,90,,Sangiovese Grosso
70901,US,90,46,Pinot Noir
70902,US,90,58,Pinot Noir
70903,Italy,90,12,Red Blend
70904,US,90,55,Pinot Noir
70905,US,90,28,Petite Verdot
70906,Austria,90,40,Welschriesling
70907,Italy,90,,Moscato
70908,US,90,32,Syrah
70909,US,90,10,White Blend
70910,US,90,39,Pinot Noir
70911,US,90,39,Pinot Noir
70912,US,90,36,Red Blend
70913,Italy,90,,Aglianico
70914,Australia,89,20,Cabernet Sauvignon
70915,Australia,89,19,Shiraz
70916,Spain,89,24,Albariño
70917,US,89,17,Sangiovese
70918,US,89,35,Zinfandel
70919,Italy,89,,Red Blend
70920,US,89,10,Chardonnay
70921,US,89,24,Merlot
70922,US,89,20,Petit Verdot
70923,France,89,,Riesling
70924,Italy,89,19,Falanghina
70925,US,89,30,Zinfandel
70926,US,89,15,Pinot Noir
70927,US,89,90,Cabernet Sauvignon
70928,France,89,,Pinot Gris
70929,US,89,17,Riesling
70930,Italy,89,25,Fiano
70931,Italy,89,21,Fiano
70932,US,89,50,Nebbiolo
70933,US,89,85,Cabernet Sauvignon
70934,US,89,15,Riesling
70935,Argentina,89,35,Cabernet Franc
70936,US,89,18,Gewürztraminer
70937,US,89,16,Rosé
70938,Argentina,89,38,Malbec
70939,Argentina,89,27,Merlot
70940,New Zealand,89,16,Sauvignon Blanc
70941,US,89,19,Merlot
70942,New Zealand,89,17,Sauvignon Blanc
70943,Italy,89,,Falanghina
70944,US,89,25,Rosé
70945,Spain,89,19,Tempranillo
70946,South Africa,89,18,Gewürztraminer
70947,Spain,89,20,Tempranillo Blend
70948,Serbia,89,42,Red Blend
70949,France,89,40,Rosé
70950,New Zealand,89,13,Sauvignon Blanc
70951,Croatia,89,45,Teran
70952,US,89,42,Bordeaux-style Red Blend
70953,France,92,82,Chardonnay
70954,France,92,21,Melon
70955,France,92,32,Chardonnay
70956,France,92,30,Chardonnay
70957,France,92,35,Chardonnay
70958,France,92,105,Pinot Noir
70959,France,92,30,Cabernet Franc
70960,New Zealand,92,59,Pinot Noir
70961,US,92,62,Pinot Noir
70962,US,92,28,Sauvignon Blanc
70963,US,92,,Merlot
70964,US,92,42,Pinot Noir
70965,South Africa,92,33,Syrah
70966,France,92,40,Sauvignon Blanc
70967,US,92,49,Syrah
70968,France,92,75,Chardonnay
70969,US,92,36,Pinot Noir
70970,Italy,92,70,Red Blend
70971,Italy,92,50,Red Blend
70972,Spain,92,77,Moscatel
70973,Italy,92,190,Red Blend
70974,US,92,70,Malbec
70975,US,92,20,Pinot Noir
70976,US,92,55,Sparkling Blend
70977,US,92,50,Bordeaux-style Red Blend
70978,US,92,80,Pinot Noir
70979,Argentina,92,40,Malbec
70980,US,92,75,Red Blend
70981,South Africa,92,35,Chenin Blanc
70982,Argentina,92,23,Malbec
70983,US,90,20,Chardonnay
70984,US,90,30,Pinot Noir
70985,New Zealand,90,24,Sauvignon Blanc
70986,US,90,50,Bordeaux-style Red Blend
70987,Italy,90,32,Barbera
70988,Chile,90,31,Cabernet Blend
70989,Italy,90,25,Dolcetto
70990,Italy,90,70,Barbera
70991,Italy,90,19,Barbera
70992,France,90,,Rosé
70993,US,90,19,Cabernet Sauvignon
70994,US,90,40,Grenache
70995,US,90,45,Cabernet Sauvignon
70996,US,90,60,Bordeaux-style Red Blend
70997,Italy,90,,Barbera
70998,France,90,44,Malbec
70999,US,90,45,Pinot Noir
71000,US,90,24,Merlot
71001,Italy,90,20,Barbera
71002,France,90,18,Rosé
71003,US,90,40,Syrah
71004,US,90,18,Cabernet Franc
71005,US,90,16,Sangiovese
71006,New Zealand,90,15,Sauvignon Blanc
71007,US,90,35,Cabernet Sauvignon
71008,Italy,90,90,Barbera
71009,US,90,40,Syrah
71010,US,94,50,Pinot Noir
71011,France,94,,Bordeaux-style Red Blend
71012,France,94,,Bordeaux-style White Blend
71013,France,94,,Bordeaux-style Red Blend
71014,France,94,,Bordeaux-style Red Blend
71015,France,94,,Bordeaux-style White Blend
71016,France,94,40,Bordeaux-style White Blend
71017,France,94,,Bordeaux-style Red Blend
71018,France,93,,Bordeaux-style Red Blend
71019,US,93,64,Cabernet Sauvignon
71020,France,93,,Bordeaux-style Red Blend
71021,France,93,,Bordeaux-style White Blend
71022,France,93,,Bordeaux-style Red Blend
71023,US,93,65,Cabernet Sauvignon
71024,US,93,25,Chardonnay
71025,France,93,,Bordeaux-style Red Blend
71026,France,93,110,Bordeaux-style White Blend
71027,US,93,45,Bordeaux-style Red Blend
71028,France,93,,Bordeaux-style Red Blend
71029,Spain,86,9,Tempranillo
71030,Italy,86,16,Red Blend
71031,Argentina,86,17,Chardonnay
71032,Australia,86,11,Cabernet Sauvignon
71033,Australia,86,12,Chardonnay
71034,US,86,24,Chardonnay
71035,US,86,15,Chardonnay
71036,Australia,86,25,Shiraz-Viognier
71037,US,86,34,Zinfandel
71038,Italy,86,,White Blend
71039,US,86,15,Syrah
71040,US,86,17,Cabernet Sauvignon
71041,US,86,35,Grenache
71042,Australia,86,25,Petite Sirah
71043,Italy,86,10,Syrah
71044,France,86,12,Chardonnay
71045,US,86,15,Sauvignon Blanc
71046,US,86,35,Merlot
71047,Australia,86,20,Shiraz
71048,France,86,19,Sauvignon Blanc
71049,Australia,86,10,Merlot
71050,Spain,86,36,Tempranillo Blend
71051,Austria,86,19,Grüner Veltliner
71052,Italy,86,12,Gaglioppo
71053,Spain,86,10,Tempranillo-Cabernet Sauvignon
71054,Spain,86,8,Red Blend
71055,US,86,10,White Blend
71056,Italy,86,16,Montepulciano
71057,US,86,18,Chardonnay
71058,US,86,14,Gewürztraminer
71059,Italy,86,19,Falanghina
71060,Italy,86,30,Primitivo
71061,Spain,86,18,Tempranillo Blend
71062,US,86,25,Petite Sirah
71063,Italy,86,15,Sangiovese
71064,France,86,12,Syrah-Grenache
71065,Italy,86,11,Syrah
71066,Austria,86,12,Grüner Veltliner
71067,France,86,13,Rosé
71068,US,86,38,Syrah
71069,Spain,86,10,Tempranillo
71070,Italy,86,18,Greco
71071,Italy,86,11,Negroamaro
71072,US,86,16,Zinfandel
71073,Italy,86,,Aglianico
71074,France,86,15,Rosé
71075,Italy,86,,Rosé
71076,US,86,25,Chardonnay
71077,US,86,25,Bordeaux-style Red Blend
71078,France,86,,Chardonnay
71079,Italy,86,,Aglianico
71080,US,86,22,Zinfandel
71081,Uruguay,88,20,Tannat
71082,US,88,38,Barbera
71083,US,88,13,Rosé
71084,US,88,57,Pinot Noir
71085,Portugal,88,25,Portuguese White
71086,US,88,65,Pinot Noir
71087,Italy,88,17,Red Blend
71088,Chile,88,18,Malbec
71089,Italy,88,20,Red Blend
71090,Italy,88,17,Red Blend
71091,US,88,40,Mourvèdre
71092,US,88,,Cabernet Sauvignon
71093,US,88,43,Red Blend
71094,US,88,16,White Blend
71095,Portugal,88,12,Portuguese White
71096,Portugal,88,14,Port
71097,Chile,88,20,Carmenère
71098,France,88,18,Bordeaux-style Red Blend
71099,France,88,15,Bordeaux-style Red Blend
71100,France,88,18,Gros and Petit Manseng
71101,France,88,24,Bordeaux-style Red Blend
71102,France,88,28,Malbec
71103,France,88,18,Bordeaux-style Red Blend
71104,France,88,20,Bordeaux-style White Blend
71105,France,88,18,Bordeaux-style Red Blend
71106,France,88,24,Bordeaux-style Red Blend
71107,France,88,35,Bordeaux-style Red Blend
71108,France,88,32,Bordeaux-style Red Blend
71109,France,88,24,Bordeaux-style Red Blend
71110,France,88,19,Bordeaux-style Red Blend
71111,US,86,30,Cabernet Sauvignon
71112,US,86,24,Chardonnay
71113,US,86,55,Pinot Noir
71114,US,86,25,Chardonnay
71115,Italy,86,22,Chardonnay
71116,Argentina,86,12,Cabernet Sauvignon
71117,US,86,40,Rhône-style White Blend
71118,Argentina,86,10,Malbec
71119,Italy,86,,White Blend
71120,Italy,86,,Pecorino
71121,US,86,18,Viognier
71122,Italy,86,11,Chardonnay
71123,US,86,14,Sauvignon Blanc
71124,Argentina,86,15,Malbec-Cabernet Sauvignon
71125,Australia,86,15,Merlot
71126,Argentina,86,32,Malbec
71127,Italy,86,24,Pecorino
71128,Italy,86,15,Pinot Grigio
71129,France,86,160,Champagne Blend
71130,US,86,12,Sangiovese
71131,US,86,12,Sauvignon Blanc
71132,Italy,86,16,Rosé
71133,US,86,35,Pinot Noir
71134,US,86,36,Chardonnay
71135,Italy,86,17,Pinot Grigio
71136,Spain,85,12,Albariño
71137,US,85,29,Tempranillo Blend
71138,Croatia,85,29,White Blend
71139,Italy,85,17,Verdicchio
71140,US,85,10,Pinot Grigio
71141,US,85,14,Chardonnay
71142,US,85,18,Sauvignon Blanc
71143,US,85,40,Bordeaux-style Red Blend
71144,US,85,18,Gewürztraminer
71145,France,85,11,Chardonnay
71146,US,85,39,Tempranillo Blend
71147,US,85,10,Champagne Blend
71148,US,85,36,Syrah
71149,US,85,30,Viognier
71150,US,85,13,Cabernet Sauvignon
71151,France,85,13,Rosé
71152,France,85,17,Chenin Blanc
71153,Argentina,85,25,Cabernet Sauvignon
71154,Italy,85,20,Moscato Giallo
71155,US,85,41,Meritage
71156,US,85,40,Cabernet Sauvignon
71157,US,85,23,Cabernet Franc
71158,Spain,85,13,Sauvignon Blanc-Verdejo
71159,Italy,85,11,Merlot
71160,US,85,30,Cabernet Franc
71161,US,85,24,Garnacha
71162,Argentina,85,15,Pinot Noir
71163,France,85,12,Sauvignon Blanc
71164,Portugal,92,14,Arinto
71165,Portugal,92,32,Portuguese Red
71166,Italy,92,,Sangiovese
71167,Italy,92,40,Sangiovese
71168,Italy,92,45,Merlot
71169,US,92,35,Zinfandel
71170,Italy,92,70,Red Blend
71171,Italy,92,50,Red Blend
71172,Italy,92,69,Red Blend
71173,Italy,92,74,Cabernet Sauvignon
71174,Italy,92,80,Red Blend
71175,Italy,92,60,Sangiovese
71176,Portugal,92,37,Portuguese Red
71177,Australia,92,27,Chardonnay
71178,Spain,91,24,Grenache-Syrah
71179,Italy,91,32,Red Blend
71180,US,91,38,Pinot Noir
71181,US,91,30,Syrah
71182,Italy,91,36,Syrah
71183,Italy,91,52,Syrah
71184,Italy,91,80,Red Blend
71185,Italy,91,69,Red Blend
71186,Italy,91,26,Red Blend
71187,Spain,91,25,Albariño
71188,US,91,40,Chardonnay
71189,Italy,91,90,Sangiovese
71190,Spain,91,24,Tempranillo
71191,Spain,91,49,Red Blend
71192,Portugal,91,15,Portuguese Red
71193,Spain,91,15,Tinta de Toro
71194,US,90,35,Pinot Noir
71195,US,90,17,Chardonnay
71196,Austria,90,,Austrian Red Blend
71197,Italy,90,18,Verdicchio
71198,US,90,28,Red Blend
71199,Austria,90,40,Red Blend
71200,US,90,22,Cabernet Sauvignon
71201,US,90,45,Bordeaux-style Red Blend
71202,France,90,14,Pinot Noir
71203,US,90,48,Pinot Noir
71204,South Africa,90,72,Red Blend
71205,US,90,30,Bordeaux-style Red Blend
71206,Greece,90,40,Agiorgitiko
71207,South Africa,90,28,Pinotage
71208,US,90,34,Pinot Noir
71209,Austria,90,,Pinot Noir
71210,US,90,25,Sauvignon Blanc
71211,US,90,35,Zinfandel
71212,US,90,16,Syrah
71213,US,90,25,Viognier
71214,US,90,25,Riesling
71215,France,90,20,Rhône-style Red Blend
71216,France,90,,Rhône-style Red Blend
71217,Chile,90,50,Carmenère
71218,France,90,22,Riesling
71219,France,90,28,Gewürztraminer
71220,France,90,27,Riesling
71221,US,90,45,Meritage
71222,US,90,24,Chardonnay
71223,US,90,42,Red Blend
71224,Italy,87,22,Glera
71225,France,87,40,Champagne Blend
71226,US,87,16,Chardonnay
71227,US,87,25,Pinot Noir
71228,US,87,22,Pinot Noir
71229,Germany,87,14,Riesling
71230,Italy,87,15,Glera
71231,US,87,13,Pinot Grigio
71232,France,87,15,Cabernet Franc
71233,France,87,18,Chenin Blanc
71234,US,87,20,Red Blend
71235,US,87,36,Cabernet Franc
71236,US,87,10,Red Blend
71237,France,87,15,Sauvignon Blanc
71238,Italy,87,17,Glera
71239,US,87,19,Chardonnay
71240,Italy,87,19,Glera
71241,Italy,87,20,Glera
71242,US,87,19,Red Blend
71243,Italy,87,16,Glera
71244,New Zealand,87,15,Sauvignon Blanc
71245,Canada,87,16,Riesling
71246,Italy,87,15,Glera
71247,Italy,87,14,Glera
71248,US,87,55,Pinot Noir
71249,New Zealand,87,14,Sauvignon Blanc
71250,Argentina,87,20,Chardonnay
71251,Canada,87,33,Bordeaux-style Red Blend
71252,Spain,87,75,Garnacha
71253,France,87,45,Champagne Blend
71254,France,84,10,Pinot Noir
71255,France,84,25,Chardonnay
71256,France,84,10,Sauvignon Blanc
71257,Portugal,84,8,Rosé
71258,US,84,34,Viognier
71259,US,84,20,Sauvignon Blanc
71260,Turkey,84,24,Papaskarasi
71261,US,84,21,Rosé
71262,Argentina,84,19,Malbec
71263,US,84,21,Blanc du Bois
71264,US,84,25,Red Blend
71265,France,84,27,Chardonnay
71266,US,84,8,Pinot Grigio
71267,Portugal,84,12,Cabernet Sauvignon
71268,Portugal,84,15,Rosé
71269,Portugal,84,,Portuguese White
71270,US,84,33,Bordeaux-style Red Blend
71271,US,84,18,Merlot
71272,US,84,12,Muscat Canelli
71273,Italy,84,33,Nebbiolo
71274,France,84,10,Rhône-style White Blend
71275,Turkey,84,20,Yapincak
71276,Portugal,84,7,Portuguese Sparkling
71277,France,84,13,Red Blend
71278,Argentina,84,14,Cabernet Sauvignon
71279,Portugal,84,26,Port
71280,France,84,20,Chardonnay
71281,France,84,28,Chardonnay
71282,Israel,84,22,Chardonnay
71283,Portugal,83,9,Rosé
71284,Italy,90,90,Cabernet Franc
71285,US,90,50,Pinot Noir
71286,US,89,33,Syrah
71287,US,89,60,Red Blend
71288,Portugal,89,12,Portuguese White
71289,US,89,68,Pinot Noir
71290,Portugal,89,19,Portuguese Red
71291,Portugal,89,13,Shiraz
71292,France,89,32,Sauvignon Blanc
71293,US,89,38,Pinot Noir
71294,US,89,32,Cabernet Sauvignon
71295,Spain,89,19,Godello
71296,US,89,20,Gewürztraminer
71297,Australia,89,22,Sparkling Blend
71298,US,89,40,Pinot Noir
71299,Portugal,89,,Port
71300,US,89,49,Cabernet Sauvignon
71301,US,89,50,Pinot Noir
71302,Spain,89,15,Red Blend
71303,Italy,92,58,Nebbiolo
71304,US,92,28,Merlot
71305,Australia,92,60,Shiraz
71306,Italy,92,47,Barbera
71307,US,92,40,Chardonnay
71308,Australia,92,30,Shiraz
71309,US,92,110,Cabernet Sauvignon
71310,US,92,25,Chardonnay
71311,US,92,42,Chardonnay
71312,Spain,92,50,Tempranillo
71313,US,92,42,Pinot Noir
71314,Italy,92,55,Nebbiolo
71315,Italy,92,,Nebbiolo
71316,Italy,92,,Nebbiolo
71317,US,92,56,Pinot Noir
71318,Spain,92,28,Tempranillo
71319,US,91,35,Cabernet Sauvignon
